yrwoy,word,count
201213,Gesetze,1
201213,Gutachten,1
201213,Kontext,3
201213,Kooperation,1
201213,Namen,2
201213,Rechtsfragen,3
201213,Regelung,1
201213,Tag,1
201213,Verbesserung,5
201213,Verbraucherinformation,5
201213,Verwaltungsgerichts,2
201213,Verwendete,1
201213,http://www.berlin.de/sen/justiz/gerichte/vg/presse/archiv/20111201.1520.363369.html,1
201214,'',1
201214,Abs,9
201214,Anfrage,4
201214,Angaben,1
201214,Arbeit,3
201214,Aufschlüsselung,1
201214,Aufzeichnung,1
201214,Ausdruck,1
201214,Ausgaben,1
201214,Auskunftsanspruch,2
201214,Ausnahmetatbestand,3
201214,B,1
201214,BT-Drs,6
201214,BVerwG,1
201214,Bearbeitern,1
201214,Begriff,3
201214,Begründung,1
201214,Bundes,4
201214,Daten,3
201214,Dokumenten,4
201214,Drohungen,1
201214,Eigentum,1
201214,Einnahmen,1
201214,Erachtens,8
201214,Gefahr,7
201214,Gesetzgeber,3
201214,Gesundheit,1
201214,Gutachtens,7
201214,Handelns,1
201214,Höhe,8
201214,Korruption,1
201214,Namen,1
201214,Nennung,1
201214,Nichtvorliegen,1
201214,November,4
201214,OVG,1
201214,Person,2
201214,Prüfung,2
201214,Rn,4
201214,Sachlage,1
201214,Schaden,1
201214,TSBW,4
201214,Titel,1
201214,UIG,7
201214,Urteil,4
201214,Verbesserung,7
201214,Verbreitung,1
201214,Verhandlungen,4
201214,Verletzung,1
201214,Vorgang,7
201214,Vorschriften,7
201214,Wahrscheinlichkeit,2
201214,Weiteren,3
201214,Werbungskosten,1
201214,Willen,3
201214,Zugang,6
201214,§,47
201214,„,4
201215,Aktenauskunft,13
201215,Atomwaffen,1
201215,Atomwaffensperrvertrag,1
201215,Ausschlussgründe,13
201215,Autofahrer,1
201215,Beabsichtigten,1
201215,Bedingungen,1
201215,Begrüßt,1
201215,Behörde,14
201215,Bevölkerung,1
201215,Blutabnahme,1
201215,ESM,2
201215,Eingriff,2
201215,Eingriffe,1
201215,Ereignisse,1
201215,Fahrerlaubnisrecht,1
201215,Folgekosten,1
201215,Format,5
201215,Führerscheinrechtes,1
201215,Genehmigung,2
201215,Gesetzes,11
201215,Grund,1
201215,Grundgesetzes,1
201215,Herren,1
201215,Herstellers,1
201215,Hinblick,2
201215,IFG,2
201215,Jahren,1
201215,Kampagnen,1
201215,Klagemöglichkeit,1
201215,Kreisen,1
201215,Körperverletzung,1
201215,Mitgliedsstaaten,2
201215,Nachweise,1
201215,Nenner,1
201215,Persönlichkeitsrecht,1
201215,Persönlichkeitsverletzender,1
201215,Punktesystem,1
201215,Quellen,1
201215,Rechte,1
201215,Rechtsfragen,5
201215,Rechtsquelle,2
201215,Rechtsschutz,2
201215,Rolle,1
201215,Sicherheit,1
201215,Standorten,1
201215,Stationierung,1
201215,Teil,1
201215,Teilen,1
201215,Torpedorohre,1
201215,Typ,1
201215,U-Boote,1
201215,Umweltinformationen,11
201215,Ungeeignetheit,1
201215,Untersuchungssystem,1
201215,Verbesserung,11
201215,Verbleib,1
201215,Verfehlungen,1
201215,Verwaltungsentscheidungen,1
201215,Veröffentlichung,5
201215,Völkerrecht,2
201215,Waffenstationierung,1
201215,Wartung,2
201215,Warunm,1
201215,Wirtschaftsprüfungsgesellschaft,1
201215,Wissen,1
201215,Z.B.,1
201215,Zugang,7
201215,Übersendung,5
201216,Ablauf,10
201216,Abs,10
201216,Abstimmung,2
201216,Ansiedlung,4
201216,Atomsprengkopfes,1
201216,Auftrag,1
201216,Auftragsvolumina,1
201216,Ausschlussgründe,10
201216,Autoren,1
201216,Behörde,10
201216,Bundeskanzleramt,1
201216,EU-Klimaschutzpolitik,1
201216,Fragen,2
201216,Gebühren,10
201216,Grüßen,11
201216,Hintergrund,1
201216,Kommunalaufsicht,1
201216,Kosten-Nutzen-Rechnung,1
201216,Langstreckentechnologie,1
201216,Medienberichten,1
201216,Nebenwirkungen,1
201216,Position,1
201216,Postanschrift,3
201216,Presse,1
201216,Rahmen,1
201216,Rechtsfragen,4
201216,Sinne,18
201216,Sprengkopfes,1
201216,Staatskanzlei,1
201216,Stabilitätsmechanismus,1
201216,Stadt,1
201216,Stützpunkten,2
201216,Subventionen,9
201216,Typ,1
201216,UIG,9
201216,Umweltbundesamtes,1
201216,Umweltinformationen,10
201216,VIG,9
201216,Verbleib,1
201216,Verbraucherinformation,9
201216,Verfügung,1
201216,Verwaltungsgerichts,5
201216,Veröffentlichung,4
201216,Vorpommern,1
201216,Waffenstationierung,1
201216,Zeit,1
201216,Zukunftsdialog,1
201216,Zutritte,1
201216,Öffentlichkeit,1
201217,01.07.2010,1
201217,Abgeordnetenkorruption,2
201217,Abstimmung,1
201217,Aktenauskunft,19
201217,Amtes,1
201217,Angaben,4
201217,Anzeige,1
201217,Auszuges,1
201217,Behörde,21
201217,Bereich,10
201217,Bevölkerung,1
201217,Bezirksregierung,2
201217,Bezugnahme,1
201217,Bibliothek,1
201217,Bitte,3
201217,Bundesarchivgesetz,2
201217,Bundesbeauftragten,1
201217,Datum,1
201217,Deponie,1
201217,Dokumenten,2
201217,Eingang,19
201217,Empfangsbestätigung,12
201217,Fall,1
201217,Flyern,1
201217,Form,2
201217,Fortführung,1
201217,FragDenStaat.de,2
201217,Gebühren,19
201217,Grundsatzentscheidung,2
201217,Hinweis,2
201217,Höhe,21
201217,Integrationsleitfäden,1
201217,Kampagne,2
201217,Kooperationspartner,1
201217,Kosten,20
201217,Liste,1
201217,Möglichkeit,1
201217,Nachricht,2
201217,Nutzung,1
201217,Onlinebuchverlag,1
201217,Planungsfehler,1
201217,Projekt,3
201217,Rates,3
201217,Rechtsfragen,2
201217,Schutzfristen,1
201217,Sensibilisierung,1
201217,Staatssekretär,1
201217,Städte,1
201217,Tabaksteuer,1
201217,UIG,17
201217,Umweltinformationsgesetz,17
201217,Verbesserung,17
201217,Verbraucherinformation,17
201217,Verwaltungsakten,1
201217,Verwaltungsgerichts,2
201217,Verwertung,1
201217,Vorgang,17
201217,Vorschläge,1
201217,Vorschriften,17
201217,Weg,2
201217,Äußerung,2
201217,Öffentlichkeit,2
201218,03.05.2012,1
201218,Aktenauskunft,28
201218,Anleger,1
201218,Anteile,2
201218,Antrag,28
201218,Auftrag,1
201218,Ausbau,1
201218,Ausgestaltung,6
201218,Auskunft,28
201218,Aussicht,1
201218,Billigkeit,2
201218,Bitte,15
201218,Bochum/Witten,1
201218,Bundeshaushalts,5
201218,Bundesländer,2
201218,Bundesministeriums,1
201218,Bürger,1
201218,Dienstes,7
201218,Dokumentationen,1
201218,Dokumenten,11
201218,ESM,6
201218,Einführung,1
201218,Entwicklungsländer,1
201218,Form,3
201218,FragDenStaat.de,11
201218,Funktion,2
201218,Gutachten,4
201218,IFG-Anfrage,1
201218,Immoinvest,1
201218,Jahr,1
201218,Liste,1
201218,Medizinstudenten,1
201218,Mindestlohns,1
201218,Mission,1
201218,Monaten,1
201218,Monats,28
201218,Nachbar,1
201218,Nennung,1
201218,PPP-Schulen,1
201218,PPP-Vertrages,1
201218,Postanschrift,12
201218,Preis,1
201218,Regelungen,1
201218,Scheuerheck,1
201218,Sollten,1
201218,Steuerzahler,1
201218,UIG,21
201218,Umfeld,1
201218,Umstands,2
201218,Urteil,11
201218,Verbraucherinformation,21
201218,Verfügung,2
201218,Verkehrsaufkommen,1
201218,Wert,1
201218,http://www.berlin.de/sen/justiz/gerichte/vg/presse/archiv/20111201.1520.363369.html,11
201218,§,117
201219,AG,5
201219,Antibiotika-Einsatz,1
201219,Anzeige,1
201219,Ausbau,1
201219,Ausgestaltung,4
201219,Auskünfte,38
201219,BAG,1
201219,BN,1
201219,Begründen,1
201219,Behörde,19
201219,Betreibung,1
201219,Bezug,4
201219,Billigkeit,3
201219,Bundesregierung,8
201219,Bundestag,1
201219,Co.,1
201219,Dienstes,4
201219,Dritten,1
201219,E-Mails,1
201219,Erachtens,19
201219,Euro,1
201219,Fachzeitschrift,1
201219,Fall,9
201219,Folgekosten,3
201219,Fragen,4
201219,Geldes,1
201219,Gesetzes,13
201219,Grenze,1
201219,Grund,6
201219,Grüßen,19
201219,Hinblick,3
201219,IT-Infrastruktur,1
201219,Kosteneinsparungen,1
201219,Kraftfahrer,1
201219,Magazin,1
201219,Millionen,1
201219,Nationen,1
201219,Nebenabrede,1
201219,Nord,1
201219,Nr,13
201219,Nutzfahrzeugen,1
201219,Ogoni,1
201219,Paragraphen,1
201219,Partei,1
201219,Reparationszahlungen,3
201219,Royal,2
201219,Sicherungen,1
201219,Staatskanzlei,1
201219,Subventionen,1
201219,UIG,14
201219,US,4
201219,Urteil,7
201219,Verbraucherinformation,13
201219,Verwaltung,1
201219,Waffen,3
201219,Weiterbildungsmaßnahmen,1
201219,Wissen,3
201219,Zahlen,1
201219,Zugang,6
201219,Zusammenhang,1
201219,http://www.berlin.de/sen/justiz/gerichte/vg/presse/archiv/20111201.1520.363369.html,6
201219,§,75
201220,Abgeordnetenkorruption,2
201220,Aktenauskunft,14
201220,Altgegenständen,1
201220,Anordnung,3
201220,Anordung,1
201220,April,1
201220,Aufstockung,1
201220,Augenblick,1
201220,Ausnutzung,1
201220,BVerwG,1
201220,Baarstraße,2
201220,Beschwerden,1
201220,Betroffenen,1
201220,Bewohner,1
201220,Bruch,1
201220,Bundesbank,1
201220,Dienst,1
201220,Eigeninitiative,1
201220,Empfehlung,1
201220,Entwicklung,1
201220,Erfahrungsberichte,1
201220,Ergebnisse,1
201220,Ermessen,1
201220,Erwerb,2
201220,Evidenz,1
201220,Fahrzeug,2
201220,Form,1
201220,FragDenStaat.de,2
201220,Gebühren,14
201220,Gefühl,1
201220,Gesprächsprotokolle,1
201220,Gesundheit,1
201220,Gesundheitswesen,1
201220,Girokonto,1
201220,Hans-Böckler-Straße,1
201220,Haus,1
201220,Hause,2
201220,Heimatstadt,1
201220,Hembergstraße,1
201220,Informationen,31
201220,Internetrecherche,1
201220,Jobcenter,1
201220,Kabinett,1
201220,Kosten,16
201220,Kreuzung,4
201220,Lage,1
201220,Leitlinie,1
201220,Leitlinienhersteller,1
201220,Liege,1
201220,Liegen,2
201220,Lärmbelästigung,1
201220,Merkblatt,1
201220,Mietsenkungsverfahren,1
201220,Ministeriums,1
201220,Ort,2
201220,Polizei,3
201220,Postanschrift,7
201220,Qualität,1
201220,Radweg,1
201220,Radwegebenutzungspflichten,1
201220,Schmelztiegel,1
201220,Selbständige,1
201220,Sinne,26
201220,Sondernutzung,1
201220,Stadt,3
201220,Stellenausschreibung,3
201220,Südens,1
201220,Tannenweg,1
201220,Tausende,1
201220,Texten,1
201220,Unsicherheit,1
201220,VIG,13
201220,Vergangenheit,1
201220,Verkehrsunfall,1
201220,Versand,1
201220,Vertragsbedingungen,1
201220,Voraussetzungen,1
201220,Welchen,1
201220,West,1
201220,Wirtschaftsunternehmen,1
201220,Woche,1
201220,Wohnungsbaus,1
201220,Zugriff,1
201220,§,68
201220,Überprüfungen,1
201221,Akten,1
201221,Ansprechpartner,1
201221,Auskunft,8
201221,Außenminister,1
201221,BfS,2
201221,Bitte,3
201221,Bundesbank,1
201221,Endlagerfrage,1
201221,Erachtens,7
201221,Forderungen,1
201221,Form,1
201221,Fäden,1
201221,Grundgesetzes,2
201221,Hand,1
201221,Internet,1
201221,Link,1
201221,Möglichkeit,1
201221,Quelle,1
201221,Satz,7
201221,Schlussartikel,2
201221,Sinne,14
201221,Sponsoring,1
201221,UIG,7
201221,Umweltinformationsgesetz,7
201221,VIG,7
201221,Veranlassung,1
201221,Verbesserung,7
201221,Verfügung,1
201221,Verwaltungsgerichts,1
201221,Verwendung,2
201221,Volk,1
201221,Volke,1
201221,Vorgang,7
201221,Webseiten,3
201221,Zweck,1
201221,``,1
201221,session.sessionid-Parameters,1
201221,Übergangslösung,1
201222,Ablauf,8
201222,Auskunft,9
201222,Beeinträchtigung,1
201222,Billigkeit,1
201222,Bücher,1
201222,Dokumenten,4
201222,Empfangsbestätigung,8
201222,Erhebung,1
201222,Eschede,1
201222,Evaluierungsbericht,1
201222,Gründen,1
201222,ICE-Unglückes,1
201222,Konzepte,1
201222,Maßnahmen,1
201222,Nr,7
201222,Obergrenzen,1
201222,Postanschrift,2
201222,Umweltinformationsgesetz,7
201222,Verbraucherinformation,7
201222,Verwaltungsgerichts,3
201222,Vorschläge,1
201223,'',1
201223,Abdichtungen,3
201223,Abschätzung,1
201223,Adresse,3
201223,Aktenauskunft,15
201223,Anonymer,1
201223,Antrag,15
201223,Anträge,1
201223,Argumentation,1
201223,Aufwandes,1
201223,Bund,1
201223,Bundeswehr,1
201223,E-Mail,11
201223,ERAM,1
201223,Einsicht,1
201223,Energien,1
201223,Fehlers,2
201223,FragDenStaat.de,6
201223,Frage,2
201223,GRS,3
201223,Genehmigungen,2
201223,Genehmigungsunterlagen,2
201223,Geodaten,1
201223,Google,1
201223,Grüßen,15
201223,Hubschrauber,1
201223,Informationen,30
201223,Innern,1
201223,Kartographie,1
201223,Kontext,6
201223,Länder,1
201223,Mai,3
201223,Maßnahmen,2
201223,Nr,15
201223,Postanschrift,3
201223,Presse,1
201223,Sackgasse,1
201223,Schriftwechsels,1
201223,Sollten,1
201223,Strategiegesprächen,1
201223,U-Boote,2
201223,Verlegung,2
201223,Vertragsdokumente,1
201223,Veröffentlichung,6
201223,Vorlage,1
201223,Zentralteil,1
201223,Zukunft,1
201223,flugbereitschaft,1
201223,http://www.berlin.de/sen/justiz/gerichte/vg/presse/archiv/20111201.1520.363369.html,6
201223,§,75
201224,Ablauf,4
201224,Adresse,2
201224,Auftrag,1
201224,BfR,2
201224,Bundesnachrichtendienstes,1
201224,Bundesregierung,1
201224,E-Mail,4
201224,Energiewende,1
201224,Herrn,2
201224,Medien,1
201224,Minister,2
201224,Monaten,1
201224,Netzmaßnahmen,1
201224,Rahmen,1
201224,Rente,1
201224,Satz,4
201224,Spiegel.de,1
201224,Studien,1
201224,Transport,1
201224,Umweltbundesamt,1
201224,Umweltinformationen,4
201224,Umweltminister,1
201224,Verbraucherinformation,4
201224,Werde,1
201224,Wirksamkeit,2
201224,Zahnprophylaxe,1
201224,§,20
201225,Abgeordnetenkorruption,1
201225,Ablauf,3
201225,Abs,3
201225,Adresse,2
201225,Anonymer,1
201225,Ausgestaltung,1
201225,Behörde,3
201225,Empfangsbestätigung,3
201225,Förderungen,2
201225,Höhe,4
201225,Monats,3
201225,Satz,2
201225,Umweltinformationsgesetz,2
201225,Vorgang,2
201225,Weiterbildungsprogramm,1
201226,Ablauf,4
201226,Aktenauskunft,4
201226,Antrag,4
201226,Antwort,3
201226,Art.,1
201226,Ausgestaltung,1
201226,Auskünfte,8
201226,BDO,1
201226,Beantwortung,1
201226,Begründung,1
201226,Behörde,4
201226,Beteiligung,1
201226,Dienstes,1
201226,Dokumenten,2
201226,ESM,2
201226,ESM-Ratifizierungsgesetz,1
201226,Eingang,4
201226,Einrichtung,1
201226,Fall,1
201226,Feststellungen,1
201226,Form,6
201226,Gesetzes,2
201226,Grüßen,4
201226,Konsequenzen,1
201226,Kriterien,1
201226,Landesbetriebes,1
201226,Minister,2
201226,Notwendigkeit,2
201226,Pressemitteilung,2
201226,Ratifizierungsgesetz,1
201226,Rechtsfragen,1
201226,Republik,1
201226,Satz,3
201226,Schluss,1
201226,Sinne,5
201226,Stabilität,1
201226,Umsetzung,2
201226,Urteil,2
201226,Verbesserung,2
201226,Verbraucherinformation,2
201226,Verfasser,1
201226,Veröffentlichung,1
201226,Vorbereitung,1
201226,Vorschriften,2
201226,Weiteren,1
201226,Zugang,2
201226,Zustimmungsgesetz,1
201226,e.V.,1
201226,Änderung,2
201227,Adresse,2
201227,Amt,1
201227,Anforderungen,1
201227,Anonymer,1
201227,Antrag,5
201227,Arbeitgeber,1
201227,Auseinandersetzung,1
201227,Aussicht,2
201227,Begehung,1
201227,Berichte,1
201227,Bitte,1
201227,Botschaft,1
201227,Buch,1
201227,Bundeamtes,1
201227,Bundesverwaltungsamt,1
201227,Bürger,1
201227,Darlehensnehmer,1
201227,Diplomatenstatus,1
201227,Dokumenten,2
201227,Einrichtung,1
201227,Erfolg,1
201227,Erkenntnisse,1
201227,Fall,1
201227,Forderung,1
201227,Grüßen,5
201227,Kontos,1
201227,Lastschrifteinzugsverfahren,1
201227,Monats,5
201227,Opfer,1
201227,Organisatinosplans,1
201227,Organisations,1
201227,Rückzahlungsbetrag,1
201227,Satz,5
201227,Stellenangebote,1
201227,Umgang,1
201227,Umweltinformationsgesetz,4
201227,VIG,4
201227,Vorgang,4
201227,Website,1
201227,Weiteren,2
201227,ZDF-Magazins,1
201227,Zahl,2
201227,§,23
201227,Öffentlichkeit,1
201228,Abendessen,20
201228,Abfallbehältern,1
201228,Ablauf,20
201228,Abs,20
201228,Adresse,14
201228,Akteneinsicht,1
201228,Antwort,20
201228,Arbeitsplatzbeschreibungen,1
201228,Arbeitsvermittler,1
201228,Aufstellug,1
201228,Ausland,2
201228,B,10
201228,Bekanntgabe,2
201228,Dokumenten,11
201228,E-Mail,20
201228,Empfangsbestätigung,20
201228,Ergebnisse,1
201228,Falle,3
201228,Form,21
201228,Format,1
201228,Gesamtbestandes,1
201228,Geschäftsführer,2
201228,Goldforderungen,1
201228,Gutachtens,2
201228,Gästeliste,10
201228,Herrn,10
201228,Hochspannungs-Stromleitungen,1
201228,Höhe,20
201228,Kreisverbindungskommandos,1
201228,Lagerung,3
201228,Meldegesetzes,1
201228,Oberverwaltungsgerichts,10
201228,Personen,2
201228,Postanschrift,7
201228,Punkte,1
201228,Rahmen,1
201228,Rückholmöglichkeiten,1
201228,Satz,20
201228,Selbstständige,1
201228,Sitzordnung,10
201228,Sitzungen,1
201228,Stützpunkte,1
201228,Trennung,1
201228,UIG,20
201228,Vorgang,20
201228,Vorschriften,20
201228,Weiteren,1
201228,Weitergabe,2
201229,Ablauf,9
201229,Agenturbezirken,1
201229,Anonymer,2
201229,Antrag,10
201229,Arbeitsagentur,1
201229,Arbeitsgrundlage,1
201229,Auszubildenden,1
201229,BAföG,1
201229,Bedarfe,1
201229,Beratungspraxis,1
201229,Bericht,2
201229,Besuch,3
201229,Bundesausbildungsförderungsgesetz,1
201229,Coaching-Anbieter,2
201229,Coaching-Anbietern,1
201229,Damen,2
201229,Einführung,1
201229,Form,9
201229,Gendarmerietruppe,2
201229,Gesetzes,11
201229,Gesetzgebers,1
201229,Grunde,1
201229,Grüßen,9
201229,Gutscheine,2
201229,Gutscheinempfängern,1
201229,Hochschulen,1
201229,IFG,1
201229,Kenntnis,1
201229,Leitung,1
201229,Listen,1
201229,Profiling,3
201229,Profilings,1
201229,Pullup-Menus,1
201229,Redevorlage,2
201229,Regel,1
201229,Tisch,2
201229,UIG,10
201229,Umweltinformationen,10
201229,Voraussetzungen,1
201229,Vorschriften,9
201229,Zusendung,1
201229,Äquivalent,1
201229,Übersendung,5
201229,äftsanweisungen,1
201230,Agralandschaft,1
201230,Anfragen,1
201230,Anlagen,1
201230,Art,1
201230,Auswahlverfahren,1
201230,B,719
201230,Berichts,1
201230,Dennis,2
201230,Erachtens,996
201230,Erhebung,1
201230,Gesetzes,908
201230,IFG,87
201230,Impfungen,1
201230,Informationsstelle,1
201230,Jahresberichten,1
201230,Kategorie,2
201230,Korruptionsprävention,1
201230,Nr,908
201230,Paragraph,1
201230,Personen,1
201230,Pflanzen,2
201230,Polizeibeamte,1
201230,Redevorlage,718
201230,Saison,1
201230,Sammelrechnung,718
201230,Satz,909
201230,Umweltinformationen,909
201230,Umweltplakette,1
201230,Umweltzone,1
201230,Unbeteiligte,1
201230,Verbraucherinformation,908
201230,Verfahren,1
201230,Verletztenzahlen,1
201230,Vorschriften,908
201230,Wirksamkeit,1
201230,Zeitpunkt,1
201230,Zeitraum,1
201230,Zeiträume,1
201230,Zugang,989
201230,Zusendung,87
201230,http://www.berlin.de/sen/justiz/gerichte/vg/presse/archiv/20111201.1520.363369.html,273
201230,Öffentlichkeit,1
201231,Abgeordneten,1
201231,Abgeordnetenkorruption,10
201231,Ablauf,29
201231,Abrechnung,1
201231,Anforderungsprofile,1
201231,Anfrage,24
201231,Antrag,30
201231,Aufstellung,2
201231,Ausgestaltung,5
201231,Ausschlussgründe,29
201231,Bearbeitung,2
201231,Belastungsobergrenze,1
201231,Berichterstattung,1
201231,Betonrohren,1
201231,Bildungsträgern,2
201231,Bundeskanzleramt,6
201231,Bundespolizei,1
201231,Datenerfassung,1
201231,Einrichtungen,1
201231,Expertise/des,1
201231,FC,2
201231,Fallbericht,2
201231,Frage,1
201231,Fragen,5
201231,Fußballspiels,1
201231,Gebühren,29
201231,Gutachten,6
201231,Gutachtens,27
201231,Hersteller,2
201231,Höhe,31
201231,Informationen,59
201231,Interesse,1
201231,Internetseite,2
201231,Jobcenter,1
201231,Kartellverfahren,2
201231,Kontext,10
201231,Küche,6
201231,Linke,2
201231,Nr,24
201231,Polizei,2
201231,Polizeipräsens,1
201231,PullUp-Fenstern,1
201231,Rechtsgutachtens,1
201231,Redevorlage,6
201231,Sinne,48
201231,Sitzordnung,6
201231,Spiel,1
201231,Straßen,1
201231,Teilnehmerverhalten,1
201231,Text,2
201231,Thema,3
201231,VIG,24
201231,Verbraucherinformation,24
201231,WAZ-Gruppe,1
201231,e.V.,1
201231,http://www.berlin.de/sen/justiz/gerichte/vg/presse/archiv/20111201.1520.363369.html,15
201231,Übersendung,11
201232,Abgeordnetenkorruption,7
201232,Aktenauskunft,14
201232,Art,1
201232,Aufkauf,1
201232,Ausgestaltung,3
201232,Auskunft,15
201232,Auskünfte,28
201232,Auslegung,3
201232,Behörde,14
201232,Beteiligten,2
201232,Bischöfe,1
201232,Buchhaltungsunterlagen,1
201232,Bundesministerium,1
201232,Daten,2
201232,Dienststelle,1
201232,Durchführungsverordnungen,1
201232,E-Mail,10
201232,Eigner,1
201232,Einrichtungen,2
201232,Ermittlungen,1
201232,Flotte,1
201232,FragDenStaat.de,10
201232,Gründen,1
201232,Grüßen,14
201232,Gutachtens,17
201232,Historizität,1
201232,Informationen,24
201232,Inhalte,1
201232,Kontext,8
201232,Kriteriums,1
201232,Land,1
201232,Länder,1
201232,Möglichkeit,1
201232,Nr,10
201232,Personalausgaben,1
201232,Pfarrer,1
201232,Presseberichterstattung,1
201232,Prüfung,1
201232,Rechtsfragen,7
201232,Religions,1
201232,Religionsunterricht,1
201232,Schiffe,8
201232,Seelsorge,1
201232,Sinne,21
201232,Sozialstationen,1
201232,Stabilitätsmechanismus,3
201232,Stellungnahmen,1
201232,Steuerfahndung,1
201232,UIG,11
201232,VIG,10
201232,Verbraucherinformation,10
201232,Verfahrungsanweisungen,1
201232,Verfügung,1
201232,Vorgang,10
201232,Welchen,1
201232,Weltanschauungsgemeinschaften,1
201232,Zeitpunkt,1
201232,Öffentlichkeit,1
201232,Übergangslösungen,1
201232,Übersendung,8
201233,Ablauf,32
201233,Adresse,23
201233,Anonymer,1
201233,Antrag,32
201233,Anwesenheit,1
201233,Aufwendungen,1
201233,Auskünfte,64
201233,BMF,1
201233,BRD,1
201233,Bundesregierung,2
201233,Bundesrepublik,1
201233,Daten,5
201233,Deckung,1
201233,ESM,2
201233,FragDenStaat.de,27
201233,Gelder,1
201233,Gesetzes,30
201233,Grundgesetzes,1
201233,Grüßen,32
201233,Höhe,32
201233,Informationen,62
201233,Körperlichkeit,1
201233,Ort,1
201233,Personen,1
201233,Preis,1
201233,Rechtsfragen,25
201233,Sinne,62
201233,Stabilitätsmechanismus,2
201233,UIG,30
201233,Umweltinformationen,30
201233,Umweltinformationsgesetz,30
201233,Verplichtungen,1
201233,Verwaltungsgerichts,27
201233,Wahlkampf,1
201233,http://www.berlin.de/sen/justiz/gerichte/vg/presse/archiv/20111201.1520.363369.html,27
201233,Übersendung,25
201234,$,2
201234,AG,1
201234,Abs,2
201234,Akten,1
201234,Aktivitäten,1
201234,Antwort,2
201234,Art,1
201234,Ausbildungsplatz,1
201234,Ausbilungsprogramme,1
201234,Ausschlussgründe,2
201234,Basis,1
201234,Beispiel,1
201234,Bereitschaftspolizei,1
201234,Berufsabschluss,1
201234,Bloomberg.com,1
201234,Bundesdrucksache,1
201234,Bundesregierung,1
201234,Bundestag,1
201234,Dienstes,10
201234,Dokumenten,43
201234,Einstellung,1
201234,Empfangsbestätigung,2
201234,Endabnahme,1
201234,Erfolgsquoten,1
201234,Festlegung,1
201234,Form,2
201234,Format,12
201234,FragDenStaat.de,43
201234,Frage,3
201234,Frau,1
201234,Freigabe,1
201234,Gebiete,1
201234,Gebühren,2
201234,Genehmigungen,1
201234,Gewässern,1
201234,Größenordnungen,1
201234,Grüßen,2
201234,Gutachten,1
201234,Gutachtens,34
201234,Handouts,1
201234,Innenministeriums,1
201234,Jahr,3
201234,Jahren,1
201234,Kennzahlen,1
201234,Kooperationsprogramme,1
201234,Küche,21
201234,Liste,8
201234,Management,2
201234,Maschinen,2
201234,Materialien,1
201234,Maßnahmen,3
201234,Mondorbiter,2
201234,November,1
201234,Predictive,1
201234,Produkten,2
201234,Punkt,3
201234,Rechtsfragen,12
201234,Rechtsgrundlagen,1
201234,Redevorlage,21
201234,Seminare,1
201234,Sicherheitsorgane,1
201234,Sinne,4
201234,Statistik,1
201234,Studenten,1
201234,Telefonwerbung,2
201234,Themen,2
201234,Umfang,21
201234,Unbedenklichkeitsgutachten,1
201234,Unternehmenns,1
201234,Unterpunkte,1
201234,Urteil,64
201234,Verbleib,1
201234,Verbraucherzentralen,1
201234,Verfahren,1
201234,Verfahrens,1
201234,Verfolgung,1
201234,Vermarktung,1
201234,Verwaltungsgerichts,22
201234,Vorgang,2
201234,Wettbewerbszentrale,1
201234,Zeitungsberichten,1
201234,Zielsetzungen,2
201234,http://www.berlin.de/sen/justiz/gerichte/vg/presse/archiv/20111201.1520.363369.html,22
201235,ALG,1
201235,Aktenauskunft,4
201235,Akteneinsicht,1
201235,Antragszugang,1
201235,Aufforderung,7
201235,BVerfG-Urteil,1
201235,Beiträge,2
201235,Betrifft,1
201235,Bruttoleistung,2
201235,Chaussestaraße,1
201235,Darlehn,1
201235,Definition,1
201235,Dossier,3
201235,EAEG,1
201235,Erachtens,2
201235,Februar,1
201235,Frage,1
201235,Gebühren,1
201235,GmbH,2
201235,Grund,2
201235,Heizung,2
201235,Jobcenter,4
201235,Küche,1
201235,Kürzung,1
201235,Mietschulden,2
201235,Mietverträgen,1
201235,Mühe,1
201235,Nettoleistung,1
201235,Notunterkunft,1
201235,Obdachlosenheim,1
201235,Regelsatz,6
201235,Renten,3
201235,Rufnummer,1
201235,Sanktion,1
201235,Satz,1
201235,Senkung,3
201235,Sinne,3
201235,Sozialversicherung,2
201235,Umfang,1
201235,Umweltinformationen,2
201235,Unterkunft,7
201235,Veröffentlichung,3
201235,Wege,1
201235,Wohnkosten,1
201235,Zahlenübersicht,1
201235,Zeit,1
201235,§,12
201235,Übersendung,3
201236,Abs,1
201236,Absatz,3
201236,Aktivitäten,1
201236,Anfrage,3
201236,Arbeitsgruppen,1
201236,Auskunft,1
201236,BMZ,1
201236,BVerfG,1
201236,Bezeichnung,1
201236,Bitte,3
201236,Bundespersonalausweises,1
201236,Bundesregierung,1
201236,Bürgerbeteiligung,1
201236,Diskussion,1
201236,Einrichtungen,1
201236,Evaluation,1
201236,Evaluationen,1
201236,Flur,1
201236,Form,1
201236,Gelder,1
201236,Gründe,1
201236,Inhaber,1
201236,Jahren,8
201236,Liste,2
201236,NRW.Urban,1
201236,Notizen,1
201236,Offenlegung,1
201236,Organe,1
201236,Reduzierung,1
201236,Region,1
201236,Stipendien,3
201236,Studenten,3
201236,Substantiv,1
201236,Umsetzung,1
201236,Unternehmen,3
201236,Urteil,1
201236,Verfahren,1
201236,Verfahrensstand,1
201236,Vergangenheit,1
